Block_ID_1,Block_ID_2,Similarity
1,2,0.132495320896385
1,3,0.16667709431789823
1,4,0.05317840915646868
1,5,0.16627160758057002
1,6,0.21453193080820332
1,7,0
1,8,0.027110906760024006
2,3,0.021461872992490832
2,4,0.0019019830618766768
2,5,0.017293229136618474
2,6,0.5113721350711125
2,7,0.16666666666666666
2,8,0.3307040401272808
3,4,0
3,5,0.0007759117032623431
3,6,0.0011638675548935147
3,7,0
3,8,0.3350965862250405
4,5,0.061428225154852606
4,6,0.030714112577426303
4,7,0.26499064179277
4,8,0
5,6,0.0
5,7,0
5,8,0.19167510181217073
6,7,0.2947994790164257
6,8,0.29439283407334166
7,8,0
